Questionnaire,Year Reported to CDP,Account Number,Organization,Country,CDP Region,Parent Section,Section,Question Number,Question Name,Column Number,Column Name,Response Answer,Comments,File Name,Last update,hazard
Cities 2020,2020,55799,"Arlington, VA",United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,59644,"City of Culver City, CA",United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,60279,Prefeitura de Campos de Goytacazes,Brazil,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Chemical change > Salt water intrusion,NA,NA,09/07/2020 09:45:36 AM, Salt water intrusion
Cities 2020,2020,36285,Comune di Firenze,Italy,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Heavy snow,NA,NA,09/07/2020 09:45:36 AM, Heavy snow
Cities 2020,2020,54478,Gemeente Nijmegen,Netherlands,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,73650,Armstrong,Argentina,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,74594,City of Boynton Beach,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Lightning / thunderstorm,NA,NA,09/07/2020 09:45:36 AM, Lightning / thunderstorm
Cities 2020,2020,54265,City of Newcastle,Australia,Southeast Asia and Oceania,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,11315,City of Manchester,United Kingdom of Great Britain and Northern Ireland,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,31113,City of Yokohama,Japan,East Asia,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,20113,City of Vancouver,Canada,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,54060,City of Greater Sudbury / Grand Sudbury,Canada,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Hail,NA,NA,09/07/2020 09:45:36 AM, Hail
